,Tweets,id,len,date,source,likes,retweets,language,author
0,@AtlasCleanNRG Hello Cameron. Can you please direct message us with additional details about your experience?,1176556382134444032,109,2019-09-24 17:57:55,Sprinklr,0,0,en,"User(_api=<tweepy.api.API object at 0x1006f15f8>, _json={'id': 945220710, 'id_str': '945220710', 'name': 'Disneyland Today', 'screen_name': 'DisneylandToday', 'location': 'Anaheim, CA', 'description': 'The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', 'url': 'http://t.co/MkBJZo85l7', 'entities': {'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763309, 'friends_count': 132, 'listed_count': 2057, 'created_at': 'Tue Nov 13 05:33:44 +0000 2012', 'favourites_count': 73008, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 148972, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/945220710/1568078544', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=945220710, id_str='945220710', name='Disneyland Today', screen_name='DisneylandToday', location='Anaheim, CA', description='The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', url='http://t.co/MkBJZo85l7', entities={'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=763309, friends_count=132, listed_count=2057, created_at=datetime.datetime(2012, 11, 13, 5, 33, 44), favourites_count=73008, utc_offset=None, time_zone=None, geo_enabled=False, verified=True, statuses_count=148972, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/945220710/1568078544', profile_link_color='0084B4', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=True, follow_request_sent=False, notifications=False, translator_type='none')"
1,@MamaAnge82 Super cute!,1176556044186726401,23,2019-09-24 17:56:34,Sprinklr,1,0,en,"User(_api=<tweepy.api.API object at 0x1006f15f8>, _json={'id': 945220710, 'id_str': '945220710', 'name': 'Disneyland Today', 'screen_name': 'DisneylandToday', 'location': 'Anaheim, CA', 'description': 'The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', 'url': 'http://t.co/MkBJZo85l7', 'entities': {'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763309, 'friends_count': 132, 'listed_count': 2057, 'created_at': 'Tue Nov 13 05:33:44 +0000 2012', 'favourites_count': 73008, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 148972, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/945220710/1568078544', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=945220710, id_str='945220710', name='Disneyland Today', screen_name='DisneylandToday', location='Anaheim, CA', description='The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', url='http://t.co/MkBJZo85l7', entities={'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=763309, friends_count=132, listed_count=2057, created_at=datetime.datetime(2012, 11, 13, 5, 33, 44), favourites_count=73008, utc_offset=None, time_zone=None, geo_enabled=False, verified=True, statuses_count=148972, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/945220710/1568078544', profile_link_color='0084B4', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=True, follow_request_sent=False, notifications=False, translator_type='none')"
2,Want to have your favorite photo featured on Disneyland Today? Make sure you use #Disneyland in your caption for a… https://t.co/UopPIt2n1K,1176541831724711937,139,2019-09-24 17:00:06,Sprinklr,201,14,en,"User(_api=<tweepy.api.API object at 0x1006f15f8>, _json={'id': 945220710, 'id_str': '945220710', 'name': 'Disneyland Today', 'screen_name': 'DisneylandToday', 'location': 'Anaheim, CA', 'description': 'The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', 'url': 'http://t.co/MkBJZo85l7', 'entities': {'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763309, 'friends_count': 132, 'listed_count': 2057, 'created_at': 'Tue Nov 13 05:33:44 +0000 2012', 'favourites_count': 73008, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 148972, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/945220710/1568078544', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=945220710, id_str='945220710', name='Disneyland Today', screen_name='DisneylandToday', location='Anaheim, CA', description='The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', url='http://t.co/MkBJZo85l7', entities={'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=763309, friends_count=132, listed_count=2057, created_at=datetime.datetime(2012, 11, 13, 5, 33, 44), favourites_count=73008, utc_offset=None, time_zone=None, geo_enabled=False, verified=True, statuses_count=148972, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/945220710/1568078544', profile_link_color='0084B4', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=True, follow_request_sent=False, notifications=False, translator_type='none')"
3,@earth616survivr Hello! It was not. 😊,1176540830863175683,37,2019-09-24 16:56:07,Sprinklr,1,0,en,"User(_api=<tweepy.api.API object at 0x1006f15f8>, _json={'id': 945220710, 'id_str': '945220710', 'name': 'Disneyland Today', 'screen_name': 'DisneylandToday', 'location': 'Anaheim, CA', 'description': 'The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', 'url': 'http://t.co/MkBJZo85l7', 'entities': {'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763309, 'friends_count': 132, 'listed_count': 2057, 'created_at': 'Tue Nov 13 05:33:44 +0000 2012', 'favourites_count': 73008, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 148972, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/945220710/1568078544', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=945220710, id_str='945220710', name='Disneyland Today', screen_name='DisneylandToday', location='Anaheim, CA', description='The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', url='http://t.co/MkBJZo85l7', entities={'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=763309, friends_count=132, listed_count=2057, created_at=datetime.datetime(2012, 11, 13, 5, 33, 44), favourites_count=73008, utc_offset=None, time_zone=None, geo_enabled=False, verified=True, statuses_count=148972, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/945220710/1568078544', profile_link_color='0084B4', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=True, follow_request_sent=False, notifications=False, translator_type='none')"
4,@sprspndx It is on Buena Vista Street!,1176520203192143873,38,2019-09-24 15:34:09,Sprinklr,1,0,en,"User(_api=<tweepy.api.API object at 0x1006f15f8>, _json={'id': 945220710, 'id_str': '945220710', 'name': 'Disneyland Today', 'screen_name': 'DisneylandToday', 'location': 'Anaheim, CA', 'description': 'The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', 'url': 'http://t.co/MkBJZo85l7', 'entities': {'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763309, 'friends_count': 132, 'listed_count': 2057, 'created_at': 'Tue Nov 13 05:33:44 +0000 2012', 'favourites_count': 73008, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 148972, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/945220710/1568078544', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=945220710, id_str='945220710', name='Disneyland Today', screen_name='DisneylandToday', location='Anaheim, CA', description='The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', url='http://t.co/MkBJZo85l7', entities={'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=763309, friends_count=132, listed_count=2057, created_at=datetime.datetime(2012, 11, 13, 5, 33, 44), favourites_count=73008, utc_offset=None, time_zone=None, geo_enabled=False, verified=True, statuses_count=148972, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/945220710/1568078544', profile_link_color='0084B4', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=True, follow_request_sent=False, notifications=False, translator_type='none')"
5,@sprspndx Hello! It is in Disney California Adventure Park!,1176515426676875269,59,2019-09-24 15:15:10,Sprinklr,1,0,en,"User(_api=<tweepy.api.API object at 0x1006f15f8>, _json={'id': 945220710, 'id_str': '945220710', 'name': 'Disneyland Today', 'screen_name': 'DisneylandToday', 'location': 'Anaheim, CA', 'description': 'The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', 'url': 'http://t.co/MkBJZo85l7', 'entities': {'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763309, 'friends_count': 132, 'listed_count': 2057, 'created_at': 'Tue Nov 13 05:33:44 +0000 2012', 'favourites_count': 73008, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 148972, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/945220710/1568078544', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=945220710, id_str='945220710', name='Disneyland Today', screen_name='DisneylandToday', location='Anaheim, CA', description='The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', url='http://t.co/MkBJZo85l7', entities={'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=763309, friends_count=132, listed_count=2057, created_at=datetime.datetime(2012, 11, 13, 5, 33, 44), favourites_count=73008, utc_offset=None, time_zone=None, geo_enabled=False, verified=True, statuses_count=148972, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/945220710/1568078544', profile_link_color='0084B4', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=True, follow_request_sent=False, notifications=False, translator_type='none')"
6,"Get your treats, tricks, and kicks on Route 66! 🎃🕷 Park Hours: Disneyland 8am–11pm &amp; Disney California Adventure 8a… https://t.co/ixiB0Mkv7K",1176496522810318848,144,2019-09-24 14:00:03,Sprinklr,361,27,en,"User(_api=<tweepy.api.API object at 0x1006f15f8>, _json={'id': 945220710, 'id_str': '945220710', 'name': 'Disneyland Today', 'screen_name': 'DisneylandToday', 'location': 'Anaheim, CA', 'description': 'The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', 'url': 'http://t.co/MkBJZo85l7', 'entities': {'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763309, 'friends_count': 132, 'listed_count': 2057, 'created_at': 'Tue Nov 13 05:33:44 +0000 2012', 'favourites_count': 73008, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 148972, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/945220710/1568078544', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=945220710, id_str='945220710', name='Disneyland Today', screen_name='DisneylandToday', location='Anaheim, CA', description='The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', url='http://t.co/MkBJZo85l7', entities={'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=763309, friends_count=132, listed_count=2057, created_at=datetime.datetime(2012, 11, 13, 5, 33, 44), favourites_count=73008, utc_offset=None, time_zone=None, geo_enabled=False, verified=True, statuses_count=148972, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/945220710/1568078544', profile_link_color='0084B4', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=True, follow_request_sent=False, notifications=False, translator_type='none')"
7,Thanks for sailing off into that gorgeous sunset with us tonight! https://t.co/YDaVtLQhI2,1176375712305090561,89,2019-09-24 06:00:00,Sprinklr,347,16,en,"User(_api=<tweepy.api.API object at 0x1006f15f8>, _json={'id': 945220710, 'id_str': '945220710', 'name': 'Disneyland Today', 'screen_name': 'DisneylandToday', 'location': 'Anaheim, CA', 'description': 'The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', 'url': 'http://t.co/MkBJZo85l7', 'entities': {'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763309, 'friends_count': 132, 'listed_count': 2057, 'created_at': 'Tue Nov 13 05:33:44 +0000 2012', 'favourites_count': 73008, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 148972, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/945220710/1568078544', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=945220710, id_str='945220710', name='Disneyland Today', screen_name='DisneylandToday', location='Anaheim, CA', description='The official in-park Twitter feed for Disneyland, Disney California Adventure, Downtown Disney & Resort Hotels – live updates & answers from the park!', url='http://t.co/MkBJZo85l7', entities={'url': {'urls': [{'url': 'http://t.co/MkBJZo85l7', 'expanded_url': 'http://www.disneyland.com', 'display_url': 'disneyland.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=763309, friends_count=132, listed_count=2057, created_at=datetime.datetime(2012, 11, 13, 5, 33, 44), favourites_count=73008, utc_offset=None, time_zone=None, geo_enabled=False, verified=True, statuses_count=148972, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1169823967655260160/fvaVvxsp_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/945220710/1568078544', profile_link_color='0084B4', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=True, follow_request_sent=False, notifications=False, translator_type='none')"
